query_run_id,query_id,execution_status,collection_error_count,fdw_remote_probe_status,plan_fingerprint,remote_plan_fingerprint,table_count_stratum,expected_count,selection_hash,region_fragment_count,worker_task_fragment_count,plan_file_count,baseline_status,eu_status,us_status,comparison_status,database_result_rows_persisted
20260727T131327Z-stats-ceb-full-no-refit-v1__stats-ce--f8ea0a3d067d--no_refit__stats_ceb_multiregion_count__query_id-124,124,completed,0.0,disabled,56f4868442ecc3912b9190ecb8a0591b4e3cf0067c6f1fc2bdac2b78b28d09a8,6029f62d036d21c7298b5b3ab3c72400a0a881cdeebd9449b6d75680e66a8b19,4,6351775,204059254eaef1258c2b9ae5553ff79d506abfa1596f16ba1abb128bd66c5a45,4.0,128.0,58.0,passed,passed,passed,passed,False
20260727T131357Z-stats-ceb-full-no-refit-v1__stats-ce--8c4afd677aa9--no_refit__stats_ceb_multiregion_count__query_id-125,125,completed,0.0,disabled,ce34782100b9b23853a5c4921acb47dfccbe1c3d4a0a2e594dcfdfae2d55612c,0878aa2aac56bdee566ac0016f5afdc4020e8ef04774236554c59ec5dd87f4c8,4,56205,409f6e605db658459c3ede2d8e1e41abd25a29123e12a023f87ec9ae19349464,2.0,0.0,83.0,passed,passed,passed,passed,False
,126,,,,,,4,3136348028,d8d8731d17ed7a228b1d6d662d7b391f9da5ce1934a12fb71da9aa3975f5443f,,,,passed,timeout,timeout,timeout,False
20260727T131430Z-stats-ceb-full-no-refit-v1__stats-ce--25359a07acac--no_refit__stats_ceb_multiregion_count__query_id-127,127,completed,0.0,disabled,3253f7fa59257657623c63a46dab316c7d4b7402835e015d61be0026c9a5da73,31f2ee782c93cb48b04e840db647818eb38da676c3103e8e355605adcb2e3534,5,490921,aa3ea903c8eaaf52dbfa178f623a0d86eeacb77028dd40ea3e50631f7730e27a,2.0,64.0,23.0,passed,passed,passed,passed,False
20260727T131445Z-stats-ceb-full-no-refit-v1__stats-ce--8a66e3514ef9--no_refit__stats_ceb_multiregion_count__query_id-128,128,completed,0.0,disabled,16fe97aea412fb127c2bec000ef1d47f6cf11254685b0b3a9217149beb506553,2b7ad0128b6e38cb5c9322eeea6a7031da4940d1e7db976c53a9c328230da0eb,5,454094,3d077dde5af60bb8e1a3041de70ea7a7cc4b6fe452be6c562061d1e467f8e286,2.0,64.0,26.0,passed,passed,passed,passed,False
20260727T131500Z-stats-ceb-full-no-refit-v1__stats-ce--0b203d14eb3f--no_refit__stats_ceb_multiregion_count__query_id-129,129,completed,0.0,disabled,ea281186766148baea6cdffa39ee11a5b9c3d6d6599cb37add355bb03e1e0d99,be123b1704b994f96ebd8db41d419e5e6dce35a701a3f7f709592c4682272447,5,914210,2c985f217fd3e29880e3544967e1111bb893eef8bc0e3e5d2a8d2969e6cc9293,8.0,256.0,41.0,passed,passed,passed,passed,False
20260727T131521Z-stats-ceb-full-no-refit-v1__stats-ce--2315e0472c88--no_refit__stats_ceb_multiregion_count__query_id-130,130,completed,0.0,disabled,34b83458ae15f0d8a35f5fe9382b4649c885b870f4746ce9f2bd1589c991ba28,3784715d462fc3c49835c4488ee9185eab79f5de30ff2d51b709ff84d7913c10,5,35205,c266ba584b96cee5246a2722a19483560bea86e904b46216c3e91dd8feb76b48,2.0,0.0,205.0,passed,passed,passed,passed,False
20260727T131605Z-stats-ceb-full-no-refit-v1__stats-ce--521a6a556a0f--no_refit__stats_ceb_multiregion_count__query_id-131,131,completed,0.0,disabled,7f4149ac26344918c5eca57e6282ddf8206e2ddf4954b5c657136184fe5618ed,7af13bc19f1eef2887f77f9b74e911d2575b7921af9a4c70b892899135fc0833,5,2863626,69c9cd8b7491b97838b895d8820042ffa7a1681ff4e15d8767fa211eb18fd42d,2.0,0.0,326.0,passed,passed,passed,passed,False
,132,,,,,,5,96484,8c2b882a7d4a8f16eca3fcdf14cfeb71b66b54615c504ce96171fb11b4a7adca,,,,passed,timeout,timeout,timeout,False
20260727T131659Z-stats-ceb-full-no-refit-v1__stats-ce--8a1a9579cea7--no_refit__stats_ceb_multiregion_count__query_id-133,133,completed,0.0,disabled,dcf12b2735d10c571d6c5ba90866e81b9ea732c26e9ed366cdcae2d0d24e5603,8ae62fc8cfe139c4cd71a103a2eca991cf45de7a35183620304d11b84e77a0d5,5,13971410,6fbc4eddb06d606e4d14500d56a751dc327bf3bb0e443699ef2087fc26c514f4,6.0,66.0,107.0,passed,passed,passed,passed,False
20260727T131741Z-stats-ceb-full-no-refit-v1__stats-ce--90f8401b547e--no_refit__stats_ceb_multiregion_count__query_id-134,134,completed,0.0,disabled,dd2e9c54667e701123c3ed7862dbfe24f9a0928da9d87a854894e92781bfc03a,121d84557a4a3e9423c8a0d132e12b36de8ba528da7dd3574bc029f60b27d2c8,5,16698,574411587fe2144ddf189e9766ef3663e2a5b9d4093b530c9af2f71923e32ba4,2.0,0.0,204.0,passed,passed,passed,passed,False
,135,,,,,,5,2263957167,861ec0f1c74f2d48637de1787cde9a94cb86a54019c4c6d56a561967021098aa,,,,passed,timeout,timeout,timeout,False
20260727T131825Z-stats-ceb-full-no-refit-v1__stats-ce--f9de1e665444--no_refit__stats_ceb_multiregion_count__query_id-136,136,completed,0.0,disabled,776f922d4ecbabe26003b391bf51f94f31f6387994bdbc4175b0c0fca7647fdb,3e99f2ced3e33db91771dea4d49530d94455e0e3b9647b285fd92097f8b83c55,5,255355807,041a7466795bebe6933a20dcbf0109a6d6ea064dd72f87a1b2eb008ec9d3c79c,2.0,0.0,277.0,passed,passed,passed,passed,False
20260727T131940Z-stats-ceb-full-no-refit-v1__stats-ce--c2c0f5e0d091--no_refit__stats_ceb_multiregion_count__query_id-137,137,completed,0.0,disabled,83b90f8c6364a6608ce050c3a1ea00cabab85a2accfa36ed12a5879d0878233b,e85579d1373689bcc979d045fac715db6dd7e5c03081ff7bbbbe94746bd3ecea,5,233930,e1a8464152dc616fc6732b4dfd1d2e1f022d7f966ba8496bfb6fd213504ac8a6,2.0,0.0,84.0,passed,passed,passed,passed,False
20260727T132012Z-stats-ceb-full-no-refit-v1__stats-ce--e848245a93b8--no_refit__stats_ceb_multiregion_count__query_id-138,138,completed,0.0,disabled,62b66e40d97e60364e5ecbcd657bdc0abcdfe3133c21e31a7c67a2c509a98a5a,6015d7b04189d428f9ef9513ed69a4a8ae95fa385db2c23b7df9069e023b3940,5,15677331,7cef759fcd7a6c9c3b1e76edceda7b93bcde424364a9c22c8194be2d001cc3f9,8.0,132.0,49.0,passed,passed,passed,passed,False
20260727T132037Z-stats-ceb-full-no-refit-v1__stats-ce--df5c5c659377--no_refit__stats_ceb_multiregion_count__query_id-139,139,completed,0.0,disabled,3d0a88b607b4fcb4f5f3f0a8792adf95314786a39271a7715bcbf1794d471c99,138f52f04036dc40b28dd68bb76b4b050c0f69314ba7ddfaa6b92e26e42105ff,6,4231593,9724f4e20b3be1e21024c017bf79b37cf43ec51fc5561ba8412a05d7c1a6a030,6.0,192.0,174.0,passed,passed,passed,passed,False
20260727T132200Z-stats-ceb-full-no-refit-v1__stats-ce--15cc6ad9a739--no_refit__stats_ceb_multiregion_count__query_id-140,140,completed,0.0,disabled,0f6bdcd9d9ed7b4ef0ada1dea0fbf0a9b48aaa4cdf305f6d050905be22ae821f,2b617d1a221929392d09da47b16724724142b81e855460c5a94d58705cc91791,7,113925678,da1f7be792787c3942729345cc20165b6f7f0b54b3939b293da0d341f4582aa6,2.0,0.0,276.0,passed,passed,passed,passed,False
20260727T132401Z-stats-ceb-full-no-refit-v1__stats-ce--a82d36999fed--no_refit__stats_ceb_multiregion_count__query_id-141,141,completed,0.0,disabled,7599c44a7c58c7a7cf0115878a831a79e45fce3f75aaace4d7493f6cde8cd3bf,5845b6d044729415666396a9f33974e1af9fad54750cfb8480be764e29bfd126,7,312148706,2ab6c1d2106e3fa1b414b2adb1e2be6ef1ea3b72f88ac2b14825013183f8953a,6.0,4.0,685.0,passed,passed,passed,passed,False
20260727T132906Z-stats-ceb-full-no-refit-v1__stats-ce--f6c5964c7097--no_refit__stats_ceb_multiregion_count__query_id-142,142,completed,0.0,disabled,48c8ffbb3668fb02193e5f4ba0eb91bace61c7c1960d81a28a94da300caa2015,5c5c034be257d5f5b51a4a71c2e3c6de43ecc3b594f2d18ee6ccebb0630e0d15,7,299574955,caae73946b24e7c9439b9775fb1a6a81e81898a0b25afdd0c8f1e357e396ced5,2.0,0.0,303.0,passed,passed,passed,passed,False
20260727T133119Z-stats-ceb-full-no-refit-v1__stats-ce--7289a6252abd--no_refit__stats_ceb_multiregion_count__query_id-143,143,completed,0.0,disabled,66b3253f99ac24e683b9e1e8ccaff90d20eee115ce6884135fb800884dff7ff0,0ff4f319f8d80b755fd41a1118cd47443cfed0116ff5307aaeb34c6c2359bc5d,7,155696936,66fd23fbe29ffb09b28154671606ea41e4f80921ef5e6ce4b64c22cad5fc57bb,2.0,0.0,212.0,passed,passed,passed,passed,False
20260727T133249Z-stats-ceb-full-no-refit-v1__stats-ce--38b46bc207e5--no_refit__stats_ceb_multiregion_count__query_id-144,144,completed,0.0,disabled,d6acf31cae2f2848b3d2142bb4be1ec73a44858825863b08cfe6ff0e9c7c9b68,93f88c5fafa9ab6e4488e7db969072d1a864dedc6c21eef2038f5891ef0bf500,6,18762969,99c51050fca22c794ca81c6b3d9c2b5dbab2f19cea9b4a19656fc0aa02f47b3d,10.0,258.0,71.0,passed,passed,passed,passed,False
20260727T133321Z-stats-ceb-full-no-refit-v1__stats-ce--884fb2f9b52f--no_refit__stats_ceb_multiregion_count__query_id-145,145,completed,0.0,disabled,2ecd4dc64460e26942ec987d5090d629867b61fd3f7e772147226d92ff4417ec,9147918ff43b4da8e96d4b22e33f6f05a4e119c58706e7199f1f81a831293923,6,436286,c6fd5a4212043ee5fda07ccaa9cd3186fd81291b19c10aeba60d386781fbbd3b,2.0,64.0,23.0,passed,passed,passed,passed,False
20260727T133337Z-stats-ceb-full-no-refit-v1__stats-ce--5eec9cca207b--no_refit__stats_ceb_multiregion_count__query_id-146,146,completed,0.0,disabled,838b04b389107f878c9b5152d22e5fafa95ff1670f2bafa33be5cd296b3ca0e7,f673ed8c1e9d74c25bb43508dc7c7f5a035c80ff46240fa586c02f950c6ce4ed,6,1570429,fffe485acfbc6c240c76a0e830b40c45ed4e92b465fbb5974d5284cd54173b6b,6.0,130.0,40.0,passed,passed,passed,passed,False
